Roll Number, Payoff Condition, Trial Number, Total Penalty, Rep Choices ,
015, Equal Means, 4, 309.33101177937004, 0, 
015, Equal Means, 6, 431.1219834904267, 0, 
015, Equal Means, 8, 564.211535482444, 0, 
015, Equal Means, 10, 680.2614394822847, 1, 
015, Equal Means, 12, 805.4588222388916, 1, 
015, Equal Means, 14, 926.5344951028604, 2, 
015, Equal Means, 16, 1046.7058172805123, 2, 
015, Equal Means, 18, 1173.4613981598886, 2, 
015, Equal Means, 20, 1292.3920200073833, 2, 
015, High Var, 0, 34.5813595332173, 0, 
015, High Var, 2, 135.4693013675602, 2, 
015, High Var, 4, 199.04149249812446, 4, 
015, High Var, 6, 316.5888923234792, 6, 
015, High Var, 8, 421.1619281088894, 7, 
